"subject"	"activity_labels"	"Mean"
"1593"	25	"STANDING"	-0.959814207251462
"1594"	2	"WALKING"	-0.955052733112583
"1595"	4	"WALKING"	-0.958048713533123
"1596"	9	"WALKING"	-0.953478860729167
"1597"	10	"WALKING"	-0.954330921462585
"1598"	12	"WALKING"	-0.95028307278125
"1599"	13	"WALKING"	-0.957332604577114
"1600"	1	"WALKING_DOWNSTAIRS"	-0.878754255
"1601"	3	"WALKING_DOWNSTAIRS"	-0.90570301797654
"1602"	5	"WALKING_DOWNSTAIRS"	-0.916414776688742
"1603"	6	"WALKING_DOWNSTAIRS"	-0.916527727353846
"1604"	7	"WALKING_DOWNSTAIRS"	-0.915480180194805
"1605"	8	"WALKING_DOWNSTAIRS"	-0.910519822843137
"1606"	1	"WALKING_UPSTAIRS"	-0.892603551661442
"1607"	13	"WALKING_UPSTAIRS"	-0.905245113650794
"1608"	18	"WALKING_UPSTAIRS"	-0.909476270769231
"1609"	20	"WALKING_UPSTAIRS"	-0.909406004548023
"1610"	24	"WALKING_UPSTAIRS"	-0.894387845144357
"1611"	25	"LAYING"	-0.967968842089552
"1612"	26	"LAYING"	-0.951581797015306
"1613"	27	"LAYING"	-0.954776686393617
"1614"	28	"LAYING"	-0.92975549591623
"1615"	29	"LAYING"	-0.933324925261628
"1616"	30	"LAYING"	-0.949554174177546
"1617"	8	"SITTING"	-0.983794760837989
"1618"	11	"SITTING"	-0.983380316424051
"1619"	14	"SITTING"	-0.986503724582043
"1620"	15	"SITTING"	-0.979867928140244
"1621"	16	"SITTING"	-0.974033525765027
"1622"	17	"SITTING"	-0.97543956490566
"1623"	17	"STANDING"	-0.991021204466019
"1624"	19	"STANDING"	-0.986185978444444
"1625"	21	"STANDING"	-0.985239226176471
"1626"	22	"STANDING"	-0.991776600404984
"1627"	23	"STANDING"	-0.987143372284946
"1628"	25	"STANDING"	-0.990935722280702
"1629"	2	"WALKING"	-0.977545238211921
"1630"	4	"WALKING"	-0.979237581198738
"1631"	9	"WALKING"	-0.97890882375
"1632"	10	"WALKING"	-0.97715240829932
"1633"	12	"WALKING"	-0.97720189171875
"1634"	13	"WALKING"	-0.979043889353234
"1635"	1	"WALKING_DOWNSTAIRS"	-0.9363243175
"1636"	3	"WALKING_DOWNSTAIRS"	-0.950305071026393
"1637"	5	"WALKING_DOWNSTAIRS"	-0.95144165013245
"1638"	6	"WALKING_DOWNSTAIRS"	-0.952369053015385
"1639"	7	"WALKING_DOWNSTAIRS"	-0.948460103441558
"1640"	8	"WALKING_DOWNSTAIRS"	-0.954072824803922
"1641"	1	"WALKING_UPSTAIRS"	-0.944809715297806
"1642"	13	"WALKING_UPSTAIRS"	-0.941332038253968
"1643"	18	"WALKING_UPSTAIRS"	-0.950745742032967
"1644"	20	"WALKING_UPSTAIRS"	-0.949825552033898
"1645"	24	"WALKING_UPSTAIRS"	-0.954298619238845
"1646"	25	"LAYING"	-0.987057912985075
"1647"	26	"LAYING"	-0.979310785204082
"1648"	27	"LAYING"	-0.981279160718085
"1649"	28	"LAYING"	-0.959673427094241
"1650"	29	"LAYING"	-0.937052676569767
"1651"	30	"LAYING"	-0.956079734903394
"1652"	8	"SITTING"	-0.95741118977095
"1653"	11	"SITTING"	-0.963268127088608
"1654"	14	"SITTING"	-0.965685682662539
"1655"	15	"SITTING"	-0.965376942978963
"1656"	16	"SITTING"	-0.950333939508197
"1657"	17	"SITTING"	-0.951745047320755
"1658"	17	"STANDING"	-0.967866294466019
"1659"	19	"STANDING"	-0.964697886083333
"1660"	21	"STANDING"	-0.96613769622549
"1661"	22	"STANDING"	-0.977492128099688
"1662"	23	"STANDING"	-0.96981507688172
"1663"	25	"STANDING"	-0.972604761608187
"1664"	2	"WALKING"	-0.966216366688742
"1665"	4	"WALKING"	-0.967772974069401
"1666"	9	"WALKING"	-0.966883164340278
"1667"	10	"WALKING"	-0.967725211870748
"1668"	12	"WALKING"	-0.96753838265625
"1669"	13	"WALKING"	-0.970745637960199
"1670"	1	"WALKING_DOWNSTAIRS"	-0.912817155357143
"1671"	3	"WALKING_DOWNSTAIRS"	-0.934942091173021
"1672"	5	"WALKING_DOWNSTAIRS"	-0.934168567350993
"1673"	6	"WALKING_DOWNSTAIRS"	-0.934926411815385
"1674"	7	"WALKING_DOWNSTAIRS"	-0.937791973896104
"1675"	8	"WALKING_DOWNSTAIRS"	-0.93798914127451
"1676"	1	"WALKING_UPSTAIRS"	-0.925338518808777
"1677"	13	"WALKING_UPSTAIRS"	-0.919175067936508
"1678"	18	"WALKING_UPSTAIRS"	-0.927820517252747
"1679"	20	"WALKING_UPSTAIRS"	-0.929642923644068
"1680"	24	"WALKING_UPSTAIRS"	-0.927793039422572
"1681"	25	"LAYING"	-0.976604182089552
"1682"	26	"LAYING"	-0.972033848188775
"1683"	27	"LAYING"	-0.977153384414894
"1684"	28	"LAYING"	-0.946309438290576
"1685"	29	"LAYING"	-0.929248604247093
"1686"	30	"LAYING"	-0.934148100386423
"1687"	8	"SITTING"	-0.959050351787709
"1688"	11	"SITTING"	-0.943257223892405
"1689"	14	"SITTING"	-0.956401825789474
"1690"	15	"SITTING"	-0.950827988054878
"1691"	16	"SITTING"	-0.94225937747541
"1692"	17	"SITTING"	-0.943801435339623
"1693"	17	"STANDING"	-0.952428566796117
"1694"	19	"STANDING"	-0.935710105069444
"1695"	21	"STANDING"	-0.953469124460784
"1696"	22	"STANDING"	-0.966348162367601
"1697"	23	"STANDING"	-0.954272472688172
"1698"	25	"STANDING"	-0.960417696052632
"1699"	2	"WALKING"	-0.95599366294702
"1700"	4	"WALKING"	-0.95883006170347
"1701"	9	"WALKING"	-0.954914735798611
"1702"	10	"WALKING"	-0.955499605510204
"1703"	12	"WALKING"	-0.95161796965625
"1704"	13	"WALKING"	-0.958750454676617
"1705"	1	"WALKING_DOWNSTAIRS"	-0.878391176785714
"1706"	3	"WALKING_DOWNSTAIRS"	-0.906511667917889
"1707"	5	"WALKING_DOWNSTAIRS"	-0.917690907384106
"1708"	6	"WALKING_DOWNSTAIRS"	-0.918093523015385
"1709"	7	"WALKING_DOWNSTAIRS"	-0.917653809155844
"1710"	8	"WALKING_DOWNSTAIRS"	-0.91251374127451
"1711"	1	"WALKING_UPSTAIRS"	-0.895275365642633
"1712"	13	"WALKING_UPSTAIRS"	-0.907088128492064
"1713"	18	"WALKING_UPSTAIRS"	-0.911796391538462
"1714"	20	"WALKING_UPSTAIRS"	-0.911897762062147
"1715"	24	"WALKING_UPSTAIRS"	-0.897344926456693
"1716"	25	"LAYING"	-0.456889180746269
"1717"	26	"LAYING"	-0.424532242607143
"1718"	27	"LAYING"	-0.484271916648936
"1719"	28	"LAYING"	-0.419329729157068
"1720"	29	"LAYING"	-0.37006034493314
"1721"	30	"LAYING"	-0.388832814553264
"1722"	8	"SITTING"	0.830834355642458
"1723"	11	"SITTING"	0.840072793101266
"1724"	14	"SITTING"	0.823711886873065
"1725"	15	"SITTING"	0.784085247134146
"1726"	16	"SITTING"	0.810537994644809
"1727"	17	"SITTING"	0.78970586754717
"1728"	17	"STANDING"	0.869799638640777
"1729"	19	"STANDING"	0.86985943075
"1730"	21	"STANDING"	0.864842143553922
"1731"	22	"STANDING"	0.87795025588785
"1732"	23	"STANDING"	0.870648235645161
"1733"	25	"STANDING"	0.870621904064327
"1734"	2	"WALKING"	0.866168858874172
"1735"	4	"WALKING"	0.868110465867508
"1736"	9	"WALKING"	0.8635873509375
"1737"	10	"WALKING"	0.872151312380952
"1738"	12	"WALKING"	0.86996410509375
"1739"	13	"WALKING"	0.873103637512438
"1740"	1	"WALKING_DOWNSTAIRS"	0.8745382075
"1741"	3	"WALKING_DOWNSTAIRS"	0.865825288152493
"1742"	5	"WALKING_DOWNSTAIRS"	0.869381503576159
"1743"	6	"WALKING_DOWNSTAIRS"	0.872833141230769
"1744"	7	"WALKING_DOWNSTAIRS"	0.874109690909091
"1745"	8	"WALKING_DOWNSTAIRS"	0.872612711470588
"1746"	1	"WALKING_UPSTAIRS"	0.812038755799373
"1747"	13	"WALKING_UPSTAIRS"	0.822905593333333
"1748"	18	"WALKING_UPSTAIRS"	0.828829305137363
"1749"	20	"WALKING_UPSTAIRS"	0.807354799491525
"1750"	24	"WALKING_UPSTAIRS"	0.828389603963255
"1751"	25	"LAYING"	0.66162318880597
"1752"	26	"LAYING"	0.64640319247449
"1753"	27	"LAYING"	0.561863541968085
"1754"	28	"LAYING"	0.568699880602094
"1755"	29	"LAYING"	0.568338799848837
"1756"	30	"LAYING"	0.583471528456919
"1757"	8	"SITTING"	0.0430151498837989
"1758"	11	"SITTING"	0.0629782757842089
"1759"	14	"SITTING"	0.0861843986139319
"1760"	15	"SITTING"	0.0961818313889939
"1761"	16	"SITTING"	0.099321598434153
"1762"	17	"SITTING"	0.135562965465358
"1763"	17	"STANDING"	-0.249421807456311
"1764"	19	"STANDING"	-0.197624146737528
"1765"	21	"STANDING"	-0.170613860644608
"1766"	22	"STANDING"	-0.186995588068536
"1767"	23	"STANDING"	-0.215621000096344
"1768"	25	"STANDING"	-0.208573499114912
"1769"	2	"WALKING"	-0.226501476499338
"1770"	4	"WALKING"	-0.218443434223975
"1771"	9	"WALKING"	-0.201564442774306
"1772"	10	"WALKING"	-0.206809115962585
"1773"	12	"WALKING"	-0.21257561363525
"1774"	13	"WALKING"	-0.173728539968239
"1775"	1	"WALKING_DOWNSTAIRS"	-0.215929627571429
"1776"	3	"WALKING_DOWNSTAIRS"	-0.198215737224633
"1777"	5	"WALKING_DOWNSTAIRS"	-0.176976633524834
"1778"	6	"WALKING_DOWNSTAIRS"	-0.164898414463077
"1779"	7	"WALKING_DOWNSTAIRS"	-0.154687931468831
"1780"	8	"WALKING_DOWNSTAIRS"	-0.146896889401961
"1781"	1	"WALKING_UPSTAIRS"	-0.324436930062696
"1782"	13	"WALKING_UPSTAIRS"	-0.294831605301587
"1783"	18	"WALKING_UPSTAIRS"	-0.285455963590659
"1784"	20	"WALKING_UPSTAIRS"	-0.255105070282486
"1785"	24	"WALKING_UPSTAIRS"	-0.249722643165354
"1786"	25	"LAYING"	0.610663032089552
"1787"	26	"LAYING"	0.546839396397959
"1788"	27	"LAYING"	0.461871936772606
"1789"	28	"LAYING"	0.574695895659686
"1790"	29	"LAYING"	0.603200003575581
"1791"	30	"LAYING"	0.571052935086684
"1792"	8	"SITTING"	0.118804027723687
"1793"	11	"SITTING"	0.145479349156646
"1794"	14	"SITTING"	0.14744771663839
"1795"	15	"SITTING"	0.181355532214634
"1796"	16	"SITTING"	0.182582240015847
"1797"	17	"SITTING"	0.135783189116113
"1798"	17	"STANDING"	0.066967413707767
"1799"	19	"STANDING"	0.017894769128875
"1800"	21	"STANDING"	-0.0749892125629902
"1801"	22	"STANDING"	0.011719057987352
"1802"	23	"STANDING"	-0.00811768764024193
"1803"	25	"STANDING"	-0.0207515808641228
"1804"	2	"WALKING"	-0.0374040070941722
"1805"	4	"WALKING"	-0.0536982814359621
"1806"	9	"WALKING"	-0.0831345655572917
"1807"	10	"WALKING"	-0.0232073759877551
"1808"	12	"WALKING"	-0.0377699372771875
"1809"	13	"WALKING"	-0.0842197895606965
"1810"	1	"WALKING_DOWNSTAIRS"	-0.0465588600357143
"1811"	3	"WALKING_DOWNSTAIRS"	-0.0558097912771408
"1812"	5	"WALKING_DOWNSTAIRS"	-0.0242755464072848
"1813"	6	"WALKING_DOWNSTAIRS"	-0.0210346342671292
"1814"	7	"WALKING_DOWNSTAIRS"	-0.0415629220050325
"1815"	8	"WALKING_DOWNSTAIRS"	-0.0499576459137255
"1816"	1	"WALKING_UPSTAIRS"	-0.104816155868122
"1817"	13	"WALKING_UPSTAIRS"	-0.151755574598095
"1818"	18	"WALKING_UPSTAIRS"	-0.0895688738833725
"1819"	20	"WALKING_UPSTAIRS"	-0.175250722919774
"1820"	24	"WALKING_UPSTAIRS"	-0.116052328136903
"1821"	25	"LAYING"	-0.363508114835821
"1822"	26	"LAYING"	-0.343265716576531
"1823"	27	"LAYING"	-0.3983766404125
"1824"	28	"LAYING"	-0.352540894153403
"1825"	29	"LAYING"	-0.301636031051744
"1826"	30	"LAYING"	-0.308280061412533
"1827"	8	"SITTING"	0.915615227709497
"1828"	11	"SITTING"	0.923246359683544
"1829"	14	"SITTING"	0.910278400495356
"1830"	15	"SITTING"	0.866330831676829
"1831"	16	"SITTING"	0.887499992650273
"1832"	17	"SITTING"	0.868350749396226
"1833"	17	"STANDING"	0.958672116116505
"1834"	19	"STANDING"	0.955135627027778
"1835"	21	"STANDING"	0.949839512941177
"1836"	22	"STANDING"	0.96698229470405
"1837"	23	"STANDING"	0.957037235537634
"1838"	25	"STANDING"	0.959525628538012
"1839"	2	"WALKING"	0.944547529503311
"1840"	4	"WALKING"	0.947526255993691
"1841"	9	"WALKING"	0.942697660069444
"1842"	10	"WALKING"	0.949622766156463
"1843"	12	"WALKING"	0.94812657596875
"1844"	13	"WALKING"	0.952283580348259
"1845"	1	"WALKING_DOWNSTAIRS"	0.925340776785714
"1846"	3	"WALKING_DOWNSTAIRS"	0.924195586422287
"1847"	5	"WALKING_DOWNSTAIRS"	0.928740531390728
"1848"	6	"WALKING_DOWNSTAIRS"	0.932681334553846
"1849"	7	"WALKING_DOWNSTAIRS"	0.931419647727273
"1850"	8	"WALKING_DOWNSTAIRS"	0.934526303529412
"1851"	1	"WALKING_UPSTAIRS"	0.867217530595611
"1852"	13	"WALKING_UPSTAIRS"	0.876225802857143
"1853"	18	"WALKING_UPSTAIRS"	0.887986244725275
"1854"	20	"WALKING_UPSTAIRS"	0.866107885282486
"1855"	24	"WALKING_UPSTAIRS"	0.889671859343832
"1856"	25	"LAYING"	0.715746015223881
"1857"	26	"LAYING"	0.695547573622449
"1858"	27	"LAYING"	0.611714367978723
"1859"	28	"LAYING"	0.604804684407068
"1860"	29	"LAYING"	0.591341916107558
"1861"	30	"LAYING"	0.618017211718016
"1862"	8	"SITTING"	0.0715824472068715
"1863"	11	"SITTING"	0.0948281967283861
"1864"	14	"SITTING"	0.120358313182043
"1865"	15	"SITTING"	0.129471826816677
"1866"	16	"SITTING"	0.123848067827678
"1867"	17	"SITTING"	0.160634833685283
"1868"	17	"STANDING"	-0.216885143009709
"1869"	19	"STANDING"	-0.1666539186705
"1870"	21	"STANDING"	-0.137945402639583
"1871"	22	"STANDING"	-0.148502555862106
"1872"	23	"STANDING"	-0.181687703706989
"1873"	25	"STANDING"	-0.173379115338509
"1874"	2	"WALKING"	-0.196106602360927
"1875"	4	"WALKING"	-0.186540452053628
"1876"	9	"WALKING"	-0.170720623368056
"1877"	10	"WALKING"	-0.175206827482993
"1878"	12	"WALKING"	-0.1809749406125
"1879"	13	"WALKING"	-0.140001600661692
"1880"	1	"WALKING_DOWNSTAIRS"	-0.214998955142857
"1881"	3	"WALKING_DOWNSTAIRS"	-0.185363914420235
"1882"	5	"WALKING_DOWNSTAIRS"	-0.164622279760199
"1883"	6	"WALKING_DOWNSTAIRS"	-0.151086909624308
"1884"	7	"WALKING_DOWNSTAIRS"	-0.139617634499675
"1885"	8	"WALKING_DOWNSTAIRS"	-0.13148220497802
"1886"	1	"WALKING_UPSTAIRS"	-0.319849352884013
"1887"	13	"WALKING_UPSTAIRS"	-0.292422370238095
"1888"	18	"WALKING_UPSTAIRS"	-0.278111118373626
"1889"	20	"WALKING_UPSTAIRS"	-0.247510806011299
"1890"	24	"WALKING_UPSTAIRS"	-0.242252414335958
"1891"	25	"LAYING"	0.615659961223881
"1892"	26	"LAYING"	0.548354940372449
"1893"	27	"LAYING"	0.465176771488564
"1894"	28	"LAYING"	0.563298078167539
"1895"	29	"LAYING"	0.583595940049419
"1896"	30	"LAYING"	0.554441863120104
"1897"	8	"SITTING"	0.111433165639106
"1898"	11	"SITTING"	0.130180152850028
"1899"	14	"SITTING"	0.139071239650155
"1900"	15	"SITTING"	0.169351329494817
"1901"	16	"SITTING"	0.166867859259068
"1902"	17	"SITTING"	0.120321572637875
"1903"	17	"STANDING"	0.0556041377184466
"1904"	19	"STANDING"	-0.000770689243861111
"1905"	21	"STANDING"	-0.0862064845830882
"1906"	22	"STANDING"	0.00748645744143302
"1907"	23	"STANDING"	-0.0184226413656989
"1908"	25	"STANDING"	-0.0286266937364035
"1909"	2	"WALKING"	-0.0482361672616225
"1910"	4	"WALKING"	-0.0630725951330599
"1911"	9	"WALKING"	-0.0955210487284722
"1912"	10	"WALKING"	-0.0345665587959184
"1913"	12	"WALKING"	-0.051014324234375
"1914"	13	"WALKING"	-0.094781912278607
"1915"	1	"WALKING_DOWNSTAIRS"	-0.0916061745785714
"1916"	3	"WALKING_DOWNSTAIRS"	-0.0892221985630499
"1917"	5	"WALKING_DOWNSTAIRS"	-0.0528079335118543
"1918"	6	"WALKING_DOWNSTAIRS"	-0.049723238205424
"1919"	7	"WALKING_DOWNSTAIRS"	-0.0713541338575325
"1920"	8	"WALKING_DOWNSTAIRS"	-0.0824518620715686
"1921"	1	"WALKING_UPSTAIRS"	-0.146594195899074
"1922"	13	"WALKING_UPSTAIRS"	-0.187753231335
"1923"	18	"WALKING_UPSTAIRS"	-0.123155520936257
"1924"	20	"WALKING_UPSTAIRS"	-0.209743855232288
"1925"	24	"WALKING_UPSTAIRS"	-0.157833102194068
"1926"	25	"LAYING"	0.120029593832836
"1927"	26	"LAYING"	0.107451699579592
"1928"	27	"LAYING"	0.109656898759574
"1929"	28	"LAYING"	0.239272380504686
"1930"	29	"LAYING"	0.212501991668605
"1931"	30	"LAYING"	0.210460795310444
"1932"	8	"SITTING"	-0.211594546262011
"1933"	11	"SITTING"	-0.208311757212025
"1934"	14	"SITTING"	-0.161691786052941
"1935"	15	"SITTING"	-0.0786334787435976
"1936"	16	"SITTING"	-0.0998843264661749
"1937"	17	"SITTING"	-0.0434910670134415
"1938"	17	"STANDING"	-0.22037998208835
"1939"	19	"STANDING"	-0.258198826288889
"1940"	21	"STANDING"	-0.179348987311765
"1941"	22	"STANDING"	-0.345622652588785
"1942"	23	"STANDING"	-0.229287506657258
"1943"	25	"STANDING"	-0.236780591878655
"1944"	2	"WALKING"	-0.199507822203841
"1945"	4	"WALKING"	-0.202916996411672
"1946"	9	"WALKING"	-0.177143799092014
"1947"	10	"WALKING"	-0.234778402084694
"1948"	12	"WALKING"	-0.196628249638594
"1949"	13	"WALKING"	-0.263535025351642
"1950"	1	"WALKING_DOWNSTAIRS"	-0.249736078142857
"1951"	3	"WALKING_DOWNSTAIRS"	-0.209017337815543
"1952"	5	"WALKING_DOWNSTAIRS"	-0.283389261718212
"1953"	6	"WALKING_DOWNSTAIRS"	-0.330354732178892
"1954"	7	"WALKING_DOWNSTAIRS"	-0.342973304677597
"1955"	8	"WALKING_DOWNSTAIRS"	-0.406875008573529
"1956"	1	"WALKING_UPSTAIRS"	0.0422287926341693
"1957"	13	"WALKING_UPSTAIRS"	0.137234974333333
"1958"	18	"WALKING_UPSTAIRS"	0.0767088670658269
"1959"	20	"WALKING_UPSTAIRS"	0.184978557067853
"1960"	24	"WALKING_UPSTAIRS"	-0.00343439616272966
"1961"	25	"LAYING"	-0.972445355671642
"1962"	26	"LAYING"	-0.961499017831633
"1963"	27	"LAYING"	-0.96090094462766
"1964"	28	"LAYING"	-0.95410585104712
"1965"	29	"LAYING"	-0.945243344680233
"1966"	30	"LAYING"	-0.956221602402089
"1967"	8	"SITTING"	0.741814569050279
"1968"	11	"SITTING"	0.763557131772152
"1969"	14	"SITTING"	0.729894582136223
"1970"	15	"SITTING"	0.647241969639634
"1971"	16	"SITTING"	0.69343748931694
"1972"	17	"SITTING"	0.645422877849057
"1973"	17	"STANDING"	0.843321085533981
"1974"	19	"STANDING"	0.839881901111111
"1975"	21	"STANDING"	0.826306755294118
"1976"	22	"STANDING"	0.866270336635514
"1977"	23	"STANDING"	0.84281527922043
"1978"	25	"STANDING"	0.845038359766082
"1979"	2	"WALKING"	0.819217510629139
"1980"	4	"WALKING"	0.826368529495268
"1981"	9	"WALKING"	0.815152007604167
"1982"	10	"WALKING"	0.834230103503401
"1983"	12	"WALKING"	0.82891276628125
"1984"	13	"WALKING"	0.838542649751244
"1985"	1	"WALKING_DOWNSTAIRS"	0.802748551428571
"1986"	3	"WALKING_DOWNSTAIRS"	0.792125425923754
"1987"	5	"WALKING_DOWNSTAIRS"	0.801956866721854
"1988"	6	"WALKING_DOWNSTAIRS"	0.810062271630769
"1989"	7	"WALKING_DOWNSTAIRS"	0.811552896168831
"1990"	8	"WALKING_DOWNSTAIRS"	0.814461144313726
"1991"	1	"WALKING_UPSTAIRS"	0.655264123730408
"1992"	13	"WALKING_UPSTAIRS"	0.677711016587302
"1993"	18	"WALKING_UPSTAIRS"	0.701039940961538
"1994"	20	"WALKING_UPSTAIRS"	0.646738751638418
"1995"	24	"WALKING_UPSTAIRS"	0.703351164293963
"1996"	25	"LAYING"	0.0659094573134328
"1997"	26	"LAYING"	0.108963032329082
"1998"	27	"LAYING"	0.119883520288537
"1999"	28	"LAYING"	0.00596029431727749
"2000"	29	"LAYING"	-0.0119560904069767
"2001"	30	"LAYING"	0.0596352105718016
"2002"	8	"SITTING"	-0.885577178156425
"2003"	11	"SITTING"	-0.927039652246835
"2004"	14	"SITTING"	-0.90855840996904
"2005"	15	"SITTING"	-0.859848991920732
"2006"	16	"SITTING"	-0.894787707622951
"2007"	17	"SITTING"	-0.875996043283019
"2008"	17	"STANDING"	-0.882010134466019
"2009"	19	"STANDING"	-0.910646507694444
"2010"	21	"STANDING"	-0.92948766877451
"2011"	22	"STANDING"	-0.944896400218069
"2012"	23	"STANDING"	-0.918712436962366
"2013"	25	"STANDING"	-0.923617051023392
"2014"	2	"WALKING"	-0.908970677980132
"2015"	4	"WALKING"	-0.915242019589905
"2016"	9	"WALKING"	-0.928105312083333
"2017"	10	"WALKING"	-0.925212681020408
"2018"	12	"WALKING"	-0.91667000196875
"2019"	13	"WALKING"	-0.934921910746269
"2020"	1	"WALKING_DOWNSTAIRS"	-0.911477930357143
"2021"	3	"WALKING_DOWNSTAIRS"	-0.92777005888563
"2022"	5	"WALKING_DOWNSTAIRS"	-0.937196575231788
"2023"	6	"WALKING_DOWNSTAIRS"	-0.9453762704
"2024"	7	"WALKING_DOWNSTAIRS"	-0.947280411753247
"2025"	8	"WALKING_DOWNSTAIRS"	-0.941459003235294
"2026"	1	"WALKING_UPSTAIRS"	-0.792108554733542
"2027"	13	"WALKING_UPSTAIRS"	-0.822941676031746
"2028"	18	"WALKING_UPSTAIRS"	-0.837904022884615
"2029"	20	"WALKING_UPSTAIRS"	-0.858698728898305
"2030"	24	"WALKING_UPSTAIRS"	-0.860013209081365
"2031"	25	"LAYING"	-0.0761521679104478
"2032"	26	"LAYING"	-0.138791503053571
"2033"	27	"LAYING"	-0.148847807041489
"2034"	28	"LAYING"	-0.0339783851390052
"2035"	29	"LAYING"	-0.0380369142587209
"2036"	30	"LAYING"	-0.0936848105610888
"2037"	8	"SITTING"	-0.922816440502793
"2038"	11	"SITTING"	-0.901144030379747
"2039"	14	"SITTING"	-0.886387362321981
"2040"	15	"SITTING"	-0.847224529817073
"2041"	16	"SITTING"	-0.863211190606557
"2042"	17	"SITTING"	-0.835870512603774
"2043"	17	"STANDING"	-0.983441663786408
"2044"	19	"STANDING"	-0.960917651333333
"2045"	21	"STANDING"	-0.930891257965686
"2046"	22	"STANDING"	-0.957117678317757
"2047"	23	"STANDING"	-0.955251314005376
"2048"	25	"STANDING"	-0.954435374853801
"2049"	2	"WALKING"	-0.950399402582781
"2050"	4	"WALKING"	-0.948336884763407
"2051"	9	"WALKING"	-0.926061432291667
"2052"	10	"WALKING"	-0.950749489387755
"2053"	12	"WALKING"	-0.95017631628125
"2054"	13	"WALKING"	-0.947774076666667
"2055"	1	"WALKING_DOWNSTAIRS"	-0.955433663928571
"2056"	3	"WALKING_DOWNSTAIRS"	-0.934279607331378
"2057"	5	"WALKING_DOWNSTAIRS"	-0.945467573940397
"2058"	6	"WALKING_DOWNSTAIRS"	-0.948625386215385
"2059"	7	"WALKING_DOWNSTAIRS"	-0.949545477012987
"2060"	8	"WALKING_DOWNSTAIRS"	-0.964057963235294
"2061"	1	"WALKING_UPSTAIRS"	-0.904609040282132
"2062"	13	"WALKING_UPSTAIRS"	-0.885388586507937
"2063"	18	"WALKING_UPSTAIRS"	-0.899027326181319
"2064"	20	"WALKING_UPSTAIRS"	-0.826964795225989
"2065"	24	"WALKING_UPSTAIRS"	-0.894641524041995
"2066"	25	"LAYING"	-0.969928179850746
"2067"	26	"LAYING"	-0.956494134770408
"2068"	27	"LAYING"	-0.958514189989362
"2069"	28	"LAYING"	-0.93553101265445
"2070"	29	"LAYING"	-0.937231497424419
"2071"	30	"LAYING"	-0.953554875483029
"2072"	8	"SITTING"	-0.98436054575419
"2073"	11	"SITTING"	-0.985520021202532
"2074"	14	"SITTING"	-0.987334865417957
"2075"	15	"SITTING"	-0.981037289695122
"2076"	16	"SITTING"	-0.97655650636612
"2077"	17	"SITTING"	-0.97765953309434
"2078"	17	"STANDING"	-0.991825402621359
"2079"	19	"STANDING"	-0.987093756194444
"2080"	21	"STANDING"	-0.985889090710784
"2081"	22	"STANDING"	-0.992588125482866
"2082"	23	"STANDING"	-0.987647226747312
"2083"	25	"STANDING"	-0.991280531549708
"2084"	2	"WALKING"	-0.978390395860927
"2085"	4	"WALKING"	-0.980182748643533
"2086"	9	"WALKING"	-0.980392652708333
"2087"	10	"WALKING"	-0.978499992619048
"2088"	12	"WALKING"	-0.9781557225
"2089"	13	"WALKING"	-0.980407883482587
"2090"	1	"WALKING_DOWNSTAIRS"	-0.936631399285714
"2091"	3	"WALKING_DOWNSTAIRS"	-0.952678944105572
"2092"	5	"WALKING_DOWNSTAIRS"	-0.953677062384106
"2093"	6	"WALKING_DOWNSTAIRS"	-0.953952384892308
"2094"	7	"WALKING_DOWNSTAIRS"	-0.95082804711039
"2095"	8	"WALKING_DOWNSTAIRS"	-0.955905351078431
"2096"	1	"WALKING_UPSTAIRS"	-0.948615502570533
"2097"	13	"WALKING_UPSTAIRS"	-0.944181903888889
"2098"	18	"WALKING_UPSTAIRS"	-0.953899330961538
"2099"	20	"WALKING_UPSTAIRS"	-0.953549793898305
"2100"	24	"WALKING_UPSTAIRS"	-0.957553597664042
"2101"	25	"LAYING"	-0.987944469104478
"2102"	26	"LAYING"	-0.981432843469388
"2103"	27	"LAYING"	-0.983162660079787
"2104"	28	"LAYING"	-0.964018810863874
"2105"	29	"LAYING"	-0.940319619273256
"2106"	30	"LAYING"	-0.958561899438642
"2107"	8	"SITTING"	-0.962314322458101
"2108"	11	"SITTING"	-0.968396671234177
"2109"	14	"SITTING"	-0.969323963653251
"2110"	15	"SITTING"	-0.970065610246951
"2111"	16	"SITTING"	-0.955470473319672
"2112"	17	"SITTING"	-0.958198465766038
"2113"	17	"STANDING"	-0.969356966796116
"2114"	19	"STANDING"	-0.967054430666667
"2115"	21	"STANDING"	-0.967224532181372
"2116"	22	"STANDING"	-0.979065327445483
"2117"	23	"STANDING"	-0.970992215645161
"2118"	25	"STANDING"	-0.97418602371345
"2119"	2	"WALKING"	-0.968915791490066
"2120"	4	"WALKING"	-0.969867576088328
"2121"	9	"WALKING"	-0.969804285416667
"2122"	10	"WALKING"	-0.97023045829932
"2123"	12	"WALKING"	-0.969777453125
"2124"	13	"WALKING"	-0.973126614179105
"2125"	1	"WALKING_DOWNSTAIRS"	-0.914932212142857
"2126"	3	"WALKING_DOWNSTAIRS"	-0.938264257947214
"2127"	5	"WALKING_DOWNSTAIRS"	-0.938000570198675
"2128"	6	"WALKING_DOWNSTAIRS"	-0.937396158492308
"2129"	7	"WALKING_DOWNSTAIRS"	-0.941318231688312
